id,gebv,pop,year,stage,bv,gv
771374,61.4259452206542,c,58,6,28.2235930675991,670.475164383312
771481,31.5840651953866,c,58,6,27.9699519027098,647.232359790007
771676,39.32895688251,c,58,6,26.5525614583683,623.194219538359
772975,34.675731045129,c,58,6,9.15007605464637,622.066543464899
773001,49.7020485138581,c,58,6,20.4865001287691,643.960144236952
773062,15.7766890988445,c,58,6,-0.812848956512006,626.662329588639
773156,31.6477117563045,c,58,6,38.3494584029591,652.453626720314
774711,56.3607384051256,c,58,6,44.7344262423134,657.34914319261
774820,64.0281322036319,c,58,6,46.6611834374551,675.140299980791
775010,36.0397329555674,c,58,6,-1.42378835812259,628.021002468359
775705,65.1317347921742,c,58,6,27.4582722535511,659.42690157021
777155,33.645925952932,c,58,6,11.152137961757,627.45503318761
778771,62.456765469106,c,58,6,71.3186436812369,663.946493489566
778843,28.4762334666735,c,58,6,-12.9640464662893,621.923530627639
779138,45.2369487780865,c,58,6,47.622160099273,648.73828298047
779193,48.7685170559856,c,58,6,17.7170900921886,638.393879861896
779981,21.7299889797318,c,58,6,29.222892495848,648.235166980534
780980,41.4814256187628,c,59,5,29.7990909258938,638.236171761178
781121,52.0192286086219,c,59,5,11.9428473783957,629.044430002092
781127,43.1226190106069,c,59,5,14.6453284162734,647.202299702409
781642,46.9146601792045,c,59,5,13.2791511575232,629.693277413256
781739,41.8545457878807,c,59,5,73.9111842614288,676.26667380588
781897,46.0636985110571,c,59,5,37.0182507716987,644.431961211425
782336,42.5644774116809,c,59,5,46.7279206371871,653.615590143684
782371,45.546426036699,c,59,5,37.1791219979749,641.182317888655
782984,43.4567164564917,c,59,5,56.9153696014732,626.953265145841
783272,54.9723915816429,c,59,5,-3.5812338727564,603.51244837383
783319,37.0693107807335,c,59,5,84.8958296193831,704.855931492247
783610,46.2753787306615,c,59,5,46.2231711114887,652.127906135076
784208,38.7828479284079,c,59,5,22.6467508504143,638.740578647482
784551,34.5832053301602,c,59,5,25.9496001040277,631.663763252167
786655,45.9215507130721,c,59,5,27.1708973191651,643.092192513546
787272,59.9739029158942,c,59,5,51.7141625986788,655.20669325698
787516,40.5429471599183,c,59,5,24.2122513271443,639.429202640319
787658,52.9211708784638,c,59,5,19.330505369955,638.130498405278
787681,48.2384350208908,c,59,5,31.9482727543421,640.230232707072
